Gene Symbol,Expression Value
KIAA1524,2.924543603
FAM222A.AS1,3.882266941
TLE6,5.28150778
TLE6.1,4.129652397
TCEANC,4.136226142
LOC102725315,3.605797811
LOC102725315.1,4.190759434
HECTD4,4.008400842
RTP1,3.188040284
RTP1.1,3.501957533
PRR35,6.781476389
NXPE1,4.66196901
CYP1B1.AS1,4.156590976
MAGEA2,3.30437775
APOBEC3D,5.645186341
LINC00315,5.788420391
COL6A5,3.067519901
COL6A5.1,3.467226638
PGAM5,4.853959809
C4orf45,3.523867278
CCDC149,6.129003438
CCDC149.1,4.451516045
BEND2,3.324929414
C10orf67,6.110645098
C10orf67.1,4.864552714
C10orf67.2,6.316486091
SPERT,5.206584171
SPERT.1,4.40183204
CCDC26,3.393959189
C21orf88,3.726655067
SPIC,3.251110806
VPS13B,3.506175806
P2RY10,4.748140483
IGSF22,6.370694501
ZBTB3,6.192324837
TPH1,3.951979772
DCST1,4.874249666
TCP11L2,3.64167162
WDFY4,4.82040989
GPR26,3.421864176
GPR26.1,5.306028909
KIAA0825,2.783229626
SESN3,3.159589714
CSNK1G2.AS1,6.174871379
NATD1,5.847986192
KLHL34,3.448655458
ZSCAN10,4.547988274
ZSCAN10.1,5.251428409
SAMD3,3.366051021
GOT1L1,3.283804763
GOT1L1.1,4.735262164
C10orf91,5.813003232
MGC16142,3.592480799
LINC00504,3.728755334
ZNF99,2.903855794
ZNF99.1,2.820455805
CCDC108,3.009034029
SIGLECL1,3.685283144
LDHAL6A,4.117618779
MRGPRX2,3.997129503
NTN5,5.645470147
KLF17,4.595692973
CCDC105,5.455936057
CCDC122,3.438136749
C11orf42,5.456883384
DKFZp434L192,3.188811255
POM121L1P,5.679278878
ZNF486,4.757396062
CXorf22,3.542998655
FGD2,8.898242259
EXD1,3.17064521
FAM178A,6.545517604
NBPF4,5.394456536
ZNF663P,3.882327802
LINC00955,3.565278046
MGC34800,3.726627454
C10orf126,3.232528087
PIKFYVE,5.007456483
LINC00479,5.361004508
C9orf62,4.966746752
C9orf84,3.114964336
SLC22A24,5.026442036
FMO9P,3.824628237
C7orf33,4.139007628
ELMOD2,5.60437578
ACER1,4.921956818
TAAR1,3.058470446
OSTCP1,3.549784254
LINC00305,3.184852606
BFSP2.AS1,3.74076403
BFSP2.AS1.1,4.86248092
STK32A,3.993291164
LRRC28,4.719473705
NS3BP,5.847813084
CTAGE5,3.88806359
GPHB5,5.261269269
DCD,4.424669439
EXOSC6,5.139336527
IQSEC3,4.083966874
ZDHHC19,5.245156996
ALG14,7.24727913
PPP1R21,8.613136906
TMEM237,5.98957331
ZNF564,6.530591042
B3GALT6,7.443989787
SNX21,7.95649304
SNX21.1,8.016408742
RHOB,5.941001375
RHOB.1,2.93560444
RHOB.2,3.439767624
ADAT3,5.614787974
ADAT3.1,7.523328478
CEL,7.291831443
GATS,6.603360375
CBS,6.68792071
SPINK6,4.097933953
C22orf39,7.788776269
DPCD,7.428282775
CYP39A1,6.64268981
MEF2BNB,7.91520463
ZNF121,9.309862973
RAB7B,5.198567242
DTYMK,5.482326731
DTYMK.1,7.685632492
RASEF.2,7.066368632
MAPKAPK5.AS1,7.629676704
ATP6V1C2.1,6.079456063
BRICD5,6.124066146
LOC101928274,4.713627268
NBR2,6.672077374
MED25,8.005688717
NT5E,6.442972232
NT5E.1,6.420306252
ASPHD1,5.930916508
DMRTC1,5.062671112
TRIM37,4.107422997
ARHGEF28,8.934930389
ARHGEF28.1,7.718590585
LLGL2,6.18303043
NA..22,8.107668261
OSMR,5.675273025
NDST1,6.3181478
RSPO2,2.969883879
CHD2,5.140129175
CHD2.1,5.235821895
USB1,6.197854807
RILPL1,5.202987833
GPNMB,6.45647043
CEP57L1,3.999033357
BICD1,4.934923004
ZNF12,7.844308841
CCDC13.2,3.878848019
CCDC13.3,6.096325223
MYO10,4.456701791
SLC4A4,5.24596339
TTC37,3.437392469
ARSB,4.651140966
ARSB.1,3.296524069
FRMD4A,5.01251176
FRMD4A.1,3.154847659
ZBTB24,4.206297803
ZBTB24.1,3.49399573
LARP1B,5.662373309
C14orf159,7.499541701
TMEM239,4.241773329
TMEM239.1,4.8035183
NA..23,4.785085542
MRAP,4.896846774
ZNF24,3.760404178
TXNDC9,3.881065191
DCAF8,5.138133989
SMPDL3B,6.850111107
CNOT1,5.064129965
SPTLC1,4.500017912
ASH1L.AS1,6.679914613
SETMAR,5.507881046
SETMAR.1,4.092609252
XG,8.611426983
ZHX1.C8orf76,4.479990729
MVB12B,5.265646234
C12orf66,5.753834363
C12orf66.1,4.093128883
EPHA8,5.984083361
CCDC67,2.892080257
CCDC67.1,2.74487335
SLFNL1.1,6.370612716
TMEM136,5.515228805
TMEM53,6.458918455
DNAJA3,8.863408952
GALNT18,8.285647823
RQCD1.1,4.58280823
NOL9,5.955606771
NOL9.1,6.290392559
DDX51,5.362665815
TUBGCP3,3.131453281
SBDS,9.031015683
TIRAP.2,6.320086967
SNAPC5,7.742307814
ENTPD5,5.823566397
RBM33,4.518065358
RBM33.1,3.094488895
MIR31HG,5.226705685
SPIN3,3.062895725
SPIN3.1,5.369578604
TMTC4,4.307022001
TMTC4.1,5.306541779
NA..24,5.186788632
TMEM185A,6.069448314
NBEAL1,7.372772287
NA..25,3.77862606
CDCP1,4.246868349
ULK2,4.991520921
SLC4A8,4.947168822
SSH2,3.424450052
C5orf58,4.693302849
PARP11,4.798146247
CCDC60,7.249379237
USB1.1,4.082278241
HSD17B12,3.228967638
HSD17B12.1,3.961249341
NLGN4Y,3.326151217
MSRB3,8.018496931
MSRB3.1,4.908983955
ADIG,5.431039481
ADIG.1,6.228828287
CCSER2,2.829686818
CCSER2.1,4.448526684
RUFY2,2.989329348
WDR78,3.588852463
WDR78.1,4.5825735
SUGT1P3,2.779155659
SUGT1P3.1,3.416629935
PPP1R21.1,5.846897976
MAATS1,4.68980146
SLC33A1,5.601610012
CLDND1,9.478021344
OGDH,6.345122592
OGDH.1,5.146147136
PHF21A,5.342753894
GDAP2,6.351698356
MCPH1,4.363129049
WFDC8,3.338334735
WFDC8.1,4.588256322
ZMYND11,4.459577458
ZMYND11.1,6.148985092
ZNF446,6.141284574
SLC25A27.1,4.898397838
TWIST2,4.239396884
FAM53B,3.68693896
GOLGA7,8.323971836
SH3KBP1,6.996486638
MBLAC1,6.269624832
ZMYM3,5.439449496
ZMYM3.1,5.124465762
CD300LB,6.448200703
CD300LB.1,6.527947974
C3orf33,3.135639835
ATP5S,5.007999927
FAM126B,5.90204997
LYNX1,5.293157291
SNX32,4.234339635
TRIM73,4.144809598
TRIM73.1,7.398429249
LOC554206,3.528971754
LOC554206.1,3.895476716
C11orf53,6.361927282
PLEKHS1,2.858207793
TRMT44,5.910432508
MANEA,4.035636377
NA..26,4.555014104
C5orf46,4.50482166
IZUMO1,3.565772438
SH3YL1,6.280238473
PTPRO,3.799502623
CABP4.1,6.898229762
CABP4.2,7.055306231
GRIK1.AS1,4.028999855
ICA1L,4.234339635
TMLHE,4.197768352
MEI1,6.082153902
ZCCHC13,4.594070988
KCNS2,5.002182882
ARHGEF10,5.348050578
NA..27,3.733381005
CCDC132,2.965373779
CCDC132.1,3.161267269
BC027448,4.634371643
BC027448.1,4.261789727
MGC45922,7.195669482
LOC101929497,3.408488653
LOC101929497.1,3.107438981
BAALCOS,5.299385591
CREBRF,5.689609581
ZNF396.1,4.780151484
NA..28,3.725759284
C1QTNF9,3.264703011
KATNAL2,5.425961908
CTNNA3,3.3854372
SDCCAG8.1,4.24428653
ZADH2,6.773453194
ITGAL,4.536295529
COCH,9.719617559
COCH.1,4.547489418
ARL17A,6.395774048
C1orf210,5.416500259
ZNF638,5.778568463
ZNF638.1,4.561035281
STAG3L2,6.286741778
HP1BP3,4.794790357
CERS3,2.995266316
CERS3.1,4.718091275
PCNXL2,5.821940555
DNAJC5B,5.855828397
GPSM1,6.224349992
FRYL,5.659501719
KLHL29,3.970008278
KLHL29.1,4.515792858
CKAP2,2.956517859
NA..29,4.698662355
MORN1,4.749336965
CENPL,4.027512277
ERAP2,2.727633513
ERAP2.1,3.928600147
SSH1,4.230396033
SART3,3.704345712
FANCM,3.353055125
TRMT2B,5.031196991
C9orf43,4.28646595
NA..30,3.086162832
CCRN4L,4.323842744
HAVCR2,5.536806078
FLJ25758,5.525255532
TRIM4,5.007611766
FAM160B1,3.612100994
HERC3,3.55478894
UHRF1BP1L,3.468347841
UHRF1BP1L.1,3.582263296
TTBK2,3.798597597
TTBK2.1,3.543674418
TTBK2.2,4.183411968
CYP19A1,3.240346873
WDR49,2.87956964
NPAS4,3.592296567
SVOPL,4.242544981
LHFPL3.AS1,3.134037384
LHFPL3.AS1.1,3.805732287
HNMT,4.492776751
MGC20647,5.394140322
ITPKB,3.330589825
LOC644852,3.85785642
GABRA2,3.51580519
EIF4G3,3.80752968
EIF4G3.1,3.998155217
SUPT6H,3.672874504
RNF170,5.131618769
C6orf141.1,3.373994533
PGLS,5.092912692
TRMT61A,5.651212969
LOC100101148,4.698910945
RPS6KA5,2.85436861
NFS1,6.007896886
HDAC4,4.701752548
DYNC2LI1,3.055846462
DOCK2,3.93950091
CANT1,5.276717155
STXBP4,2.909688876
STXBP4.1,2.998017776
LRRC18,3.946413796
SLCO4A1.AS1,6.201882256
DNAJA4,3.264703011
DNAJA4.1,7.112262348
CYTH4,4.567867326
FARP2,3.784834382
COG3,3.711306646
DRAXIN,3.600281654
HELQ,4.613608091
HELQ.1,6.543476655
STAP1,5.621653788
AQP12A,7.702872533
GIN1,4.922570848
GNB5,5.102893542
CDKN2AIPNL,4.374793497
XRCC6BP1,4.326370838
TIPRL.1,6.400030934
DENND4A,6.995865556
SIAE,2.575700016
SIAE.1,3.225592083
GINS4,3.649255334
FCHSD2,4.804137159
BTG4,2.742330113
PPP2R5C,3.129046195
PPP2R5C.1,7.175918011
CALHM1,4.151771629
NT5C1B,3.138043728
PKD1L2,4.578117022
NA..31,4.962968424
NA..32,4.261295215
NR1H4,7.590828127
PTPLA,5.529696912
CNTNAP4.2,4.335101312
PDE1C,3.52241907
TP73,6.364389406
NEK11,4.549398617
LINC00656,4.558082462
TRAM2,4.972285373
PADI2,3.34812094
PADI2.1,4.637795266
CST9,5.496299434
VPS29,6.242739797
ACTR2,6.535500767
LOC653581,4.20514003
AZIN2,5.763686062
NELL1,3.671819693
UEVLD,5.256577485
UEVLD.1,6.461713892
LYG2,4.333302454
TCTE3,5.777747822
TCTE3.1,4.214870065
RP11.574H6.1,3.464047372
NA..33,4.388979114
LINC00161.1,4.724342568
CLEC7A,4.898758967
TK1,5.482326731
WBSCR16,3.440830733
WBSCR16.1,6.193239156
CTNNB1,4.096616358
SNX29P1,4.674461765
OSGIN2,6.63148185
TAF5L,4.627995391
APH1A,6.470045716
SPOCK3,3.181635216
GGNBP2,4.429468921
ATF3,4.630103768
FBXO7,8.79871545
FIP1L1,4.00667949
NLGN2,6.382844894
DMWD,6.875011568
SMIM11,5.752059786
SMIM11.1,7.101186703
ZNF146,6.4740007
REG4,3.868609714
KIAA1217,4.598866374
KIAA0513,4.100638897
WAPAL,6.996052902
BEST1,7.125492538
BEST1.1,5.744960001
SLC35F6,6.942162296
ZNF85,4.448601718
JPX,4.445250048
NA..34,4.090897175
MIER3.1,2.927763008
MIER3.2,4.736349135
DNAJC14,4.932322585
HILPDA,7.305733551
HNRNPLL,4.086579327
LINS,5.714938801
LINS.1,5.670946876
CFHR3,4.005413992
ST8SIA4,2.845148543
DNAJB9,8.443563421
CRTAP,8.351095424
KRBOX4,4.588664622
C16orf13,7.022737663
FBF1,6.47908727
ZBTB44,3.446455924
ZBTB44.1,5.725542017
ANKRD13C,6.011801396
PHF20L1,4.068527596
SRGAP1,5.009204639
MOXD1,6.778705455
C19orf47,5.591433703
ZNF808,4.442147047
HEATR3,3.971421816
CARD8,7.14770584
ARMC10,7.852229425
EPB41,5.379076939
SAR1B,7.354909728
TMEM37,7.798825789
TMEM37.1,8.599751959
GFOD1,3.237714501
ATF6B,5.217272089
CEP70,3.304119002
CEP70.1,6.152850971
SERPINC1,4.042834207
THADA,2.909383317
THADA.1,3.987076358
MTHFSD,3.950711444
MTHFSD.1,4.004807682
RAD51B,3.795529389
PPA2,3.975354657
RGS7,4.214386433
TSC22D4,5.570863639
OSCAR,3.856033751
NAALAD2,2.846206176
NAALAD2.1,2.838594211
NAALAD2.2,2.94598824
PIK3AP1,3.890834051
FAM188A,5.576097911
GHITM,8.918502077
WWC1,4.503188799
CEP89.1,3.688160368
CEP89.2,3.482464949
ACSM5,4.046980319
LINC00537,6.784127659
LINC00537.1,6.932739183
GSTCD,5.153666665
CD80,4.326956458
LOC283861,5.240778677
CNNM2,4.234339635
CNNM2.1,5.918933414
OLFM3,3.263734655
OLFM3.1,2.813827312
MAATS1.1,4.10796596
VSTM2A,3.524864811
TTC12,6.547441493
C2,3.313645017
DPYD,3.830646309
DPYD.1,2.979416434
TMEM126B,4.050582753
RHOF,4.94854472
RHOF.1,5.590834236
DNAH14,3.067679344
GPRIN2,4.869630624
SLC25A48,6.139281925
SPAG9,5.913110258
MBP,7.335372976
APOBEC4,3.722938111
FAM13C,7.434552213
WDR20,3.347478444
KIAA1430,3.108834341
YIF1B,6.343216442
CCDC57.1,4.995043196
SETD6,6.795635426
ATP11B,6.234800806
ATP11B.1,3.369149003
DCAF5,3.145035328
GPR62,6.251841945
PGM5,3.144900578
SPPL3,4.432772552
SPPL3.1,5.819407908
KCTD17,5.100010195
DYNLRB1,3.66720446
CELF2,4.933427699
APBB1IP,3.250969165
SUV39H2,6.519216826
CYB5R3,8.984332611
BPNT1,6.151170035
ETV4,4.920012834
PSMD10,7.960396789
ZNF70,5.38840927
MYO18B,4.598692113
WWP2.1,6.133215079
METTL20,4.887724224
METTL20.1,3.836871356
LRRC48,4.291826067
RHOBTB2,5.20199403
TTC30B,3.561769212
LENG9,5.643155238
PCAT4,4.694602772
SLC1A6,3.084588467
SLC1A6.1,2.983174151
ARHGAP27,3.383939703
SYMPK,7.566303765
LIG3,6.970960144
LIG3.1,6.614033114
LMNA,9.366595353
NKAIN2,3.268200526
RBM8A,4.95360819
MBTPS2,3.253731434
CEP120,4.365931462
CNKSR2,3.894819763
TGOLN2,5.41271374
LOC100287896,5.136382263
ANKMY1,4.052056996
KIAA0226,3.667409864
KIAA0226.1,6.532835058
PTBP2,4.094634984
NA..35,3.761053712
SERPINB8,6.109454751
AGFG2,4.521757651
MBLAC2,2.902416089
DGKE,4.240231999
DGKE.1,3.656636415
SIRPB1,3.709256857
BCL6B,5.599984015
ASCC1,6.457641299
ZNF57,6.448654089
EPHA7,3.704345712
ATM.1,5.568056964
MYT1L,3.195409551
PDS5B,3.011941118
NPAS3,5.836927999
NA..36,4.253895997
CBFA2T2,4.890916202
ZFYVE16,5.918566671
PALM2,3.76660172
TET3,5.931969818
RNF32,3.53940265
RGS11,4.47088049
OSBPL1A,5.057027283
DUOXA1,4.694689779
RP3.412A9.16,3.981481443
RP3.412A9.16.1,5.752214886
MAST4,5.938834369
RPRML,4.947835951
C20orf26,5.576762564
NEK4,4.750449112
CNST,4.510858675
CNST.1,5.199270735
C17orf47,3.923152504
NUMA1,3.264703011
NAIF1,4.42199801
ZNF586,3.789027724
LOC100130950,4.695598723
METTL8,6.090874072
FAM151A,8.076867797
GGA1,4.057489415
SRRM2,6.03635968
TTC26,3.837412334
SYCE1,3.54610838
SRGN,3.70661732
CMTM4,5.653917229
HNRNPDL,8.665368147
LAPTM4B,7.996143895
KCNS2.1,3.938991277
MGC50722,5.442651944
MGC50722.1,4.932322585
CEMIP,5.591392928
STAU2,3.150321399
NLGN4X,4.846947527
TACC1,6.42723238
PACSIN2,7.116576187
SLC23A2,3.582024012
CCNY,4.168736226
TYMS,5.542364537
ADAMTS9,6.19557376
L3MBTL4,3.642274845
CDH7,2.922799712
TBC1D16,5.707982318
NALCN,3.832250006
ARHGEF10.1,7.04285468
ATP8B3,3.384615935
SCARA5,5.82788819
OR2L13,3.097208284
SPATA6L,4.142557087
SPATA6L.1,4.853328716
KCNMB1,4.117216471
CALHM3,3.736602234
GLYATL2,3.411128097
RELL1,3.789994743
LINC00593,4.092738112
LINC00593.1,3.506673968
PDE4D,4.568834484
NDUFA10,4.391989748
TAF2,6.26917966
TRPM3,4.022551689
NA..37,2.849171728
SLC6A11,2.934024013
RABGAP1L,3.326794555
ZNF655,4.060394847
SLC9A1,4.05508488
MCTP1,4.030979719
LOC728175,3.665090279
LOC728175.1,2.891291302
TRIM7,4.958322417
ARHGAP29,3.21657236
FBN2,3.325041732
IPP,3.56079531
IPP.1,4.744814403
FGF7,7.161645769
PMS1,2.915527235
PMS1.1,3.382046035
CARD16.2,3.06512522
RALGPS1,5.230603749
Sep-02,7.56960877
CLCNKB,10.74715169
CLCNKB.1,7.210305914
NA..38,3.403340939
NA..39,5.397822193
MTUS2,4.046513365
INPP5A,4.615878157
CD99L2,5.077659459
SRCIN1,5.58082111
HEATR2,5.572750706
CLDN22,7.362619959
UBE2DNL,4.144888678
LINC00301,2.957690329
LINC00301.1,3.633326434
NA..40,3.895020633
CRYZL1.1,6.461714746
MAD2L1,4.049391734
ZNF785,4.014077906
ZNF785.1,3.749965913
RP11.690I21.2,5.134797476
EFCAB13.2,3.572807018
WFIKKN2,4.711308321
MINA,4.377951204
ZFP42,3.204717118
ZFP42.1,3.196876272
PHLDB2,2.975114414
PHLDB2.1,3.874928182
PHTF2,4.434374273
MGC32805,3.090682339
KLHL30.AS1,5.01184802
ARHGEF2,4.611745458
CNTN1,3.264703011
CCDC82,2.986715378
CASS4,3.145689193
STKLD1,4.323049001
PDE8B,4.009466876
ZSCAN20.2,4.917091461
KANSL1L,5.362331889
UBE3C,2.675289756
UBE3C.1,3.560710455
FBLIM1,4.790906948
DPP6,5.290297938
SYT16,3.064158964
SNED1,5.333675326
RAB39A,4.546982449
FNDC9,3.98207424
TRIM72,4.863393857
CLDN19.1,9.284783686
CLDN19.2,5.475934156
FBXO8,7.784209825
SPIRE1,6.288147011
ACP1,3.76660172
LOC389199,5.645661974
PLA2G4C,4.021866457
CLDN20,3.88850385
NA..41,3.486187394
UBE2O,6.134113863
ASTN2,2.921147482
DZANK1,4.288261273
ITGA11,5.997945502
AGBL3,3.189992442
ZBED1,4.445250048
PHTF2.1,3.524864811
ZNF585A,4.463477291
NA..42,3.668760929
CDK15.1,5.481274796
ADCY7,6.392078225
PDGFRA,3.753238895
STEAP3,3.932702749
ALS2CR11.2,3.281324901
MCTP2,3.299371942
RASSF5,4.820002929
B3GNT5,4.984481161
USP36,4.29628818
CYP4A11,5.611098471
CIDECP,4.416384751
LOC280665,4.096616358
MTHFD2L,3.388018441
SLC12A1,6.419637877
EYA3.1,3.3761527
CCDC158,3.509403109
ATP6V1B1,5.645186341
TOR1A,4.165703895
VWA5B2,4.753726907
KIAA1257,4.998389863
CYP2U1,3.458649185
PARK2,3.905045858
ELMO2,4.521138037
PTPN7,4.744403049
CMAHP,3.004353261
DOK5,6.411231457
SDC3,5.384813333
NA..43,3.227565149
TMEM135,3.136655655
PRR16,3.820166757
PCNP,8.834114082
WDR37,5.105648288
NA..44,2.910880995
HMGCLL1,4.587133065
CSPP1,4.04620011
MITF,3.313021175
CAMKMT,3.363091533
S100Z,3.996454403
ABCD3,5.070357165
DKFZP434K028,6.185479858
ERCC8,3.039694527
ERCC8.1,3.76072083
PRIM2,2.995149575
PRIM2.1,3.576929514
MLXIP,4.1708276
LOC101927746,3.262143547
TIA1,2.965252191
TIA1.1,6.858726273
LOC101927129,4.186968966
MS4A3,3.440664736
PCBD2,5.538730463
RHBDL2.1,5.794279301
RHBDL2.2,4.702306906
FCER1G,5.324069049
GAFA1,3.721807076
FRMD8,5.153264426
FRMD8.1,5.557815894
MPHOSPH6,3.552059929
HYDIN,3.756354831
HYDIN.1,3.655394003
CCDC36,3.721047573
PRKD3,3.088736495
ABCC11,5.27064716
ESYT3,3.243431291
PLA2G4D,3.857950928
PDE12,4.950987069
JRK,3.988840482
ABCC4,5.132327394
C7orf63,6.23221548
SCEL,2.764670552
SCEL.1,3.093155827
ZNF678,2.923118181
ANKS6,3.943058422
LINC00598,4.028999855
SIK3,3.637274676
FUT8,5.563557312
CYP4A11.1,5.536806078
ZSWIM2,3.275784638
PSIP1,4.190940082
RCBTB1,3.64167162
EXOC3L1,5.976841815
ACOT11,6.667654675
LOC388882,4.736210347
KLHL14,3.264703011
KLHL14.1,6.103845517
VIL1,4.983582234
VIL1.1,4.943233978
LINC01234,3.967344777
ACAT1,3.196046058
NA..45,6.256143862
LOC554174,4.865730208
ACAN,4.586589705
BC070490,3.331592161
NLRP12,4.337799611
C21orf90,5.692739834
C21orf90.1,4.165703895
LOC101928921,3.764831148
ZNF641,4.958315576
C1orf110,3.052044474
FGFR4,4.724518207
FGFR4.1,6.6980243
NA..46,3.573946568
NA..47,3.42119558
FILIP1L,3.472903655
FILIP1L.1,8.397869323
DIP2A.1,4.244021835
DIP2A.2,4.615419132
PDILT,4.705084169
OK.SW.CL.58,4.048856743
NA..48,5.425961908
ZBTB26,4.165703895
ACY3,7.172390942
LINC00051,3.184975507
LKAAEAR1,6.184713513
ERICH1.AS1,4.73637373
ATF3.1,8.726415344
EQTN,3.124463283
EQTN.1,3.322302983
LINC00317,3.952258033
HLA.DOB,5.517864335
ZNF396.2,5.016250327
SNX19,4.519043926
GOLGA3,3.950052263
SLC9C2,2.974422819
AREL1,4.802925302
RASGRF1,5.541007106
RAG1,2.96772221
LOC285902,3.129124875
PTGS2,3.393312641
RASGEF1B.1,3.661677287
OK.SW.CL.36,3.600182243
IQCF1.1,2.940408736
MGC39545,2.865659009
RBL1,3.774398379
RBL1.1,4.038409986
WDR66,3.881165874
WDR66.1,4.914478823
SYNJ2,5.385363596
ZFYVE16.1,3.329559153
NA..49,5.292521008
ZNF398,5.39739124
IL16,5.597885419
OR2C3,2.965373779
CDHR1,3.803604818
ARHGAP20,5.109618236
SCARF1,5.267049044
RGS12,4.169918984
ADAM22,2.985543359
TMEM26,2.881101647
LOC101927705,4.91838417
BRD3,3.746045214
NA..50,4.078508977
RGS12.1,4.727223514
RGS12.2,4.042099506
CLRN1,3.191155035
CLRN1.1,3.70179695
IDH1,8.682941291
EPB41L4A,3.472380645
ABCC4.1,4.686269386
LINC00612,3.41320819
NAGA,7.840518639
TRPV5,4.389085169
LHFPL5,3.930509526
KLHL40,4.861032435
CENPI,3.061625386
TSPEAR.1,4.051570883
TSPEAR.2,4.574478789
C10orf53,5.013292103
SYT9,5.033628389
SYT9.1,4.432790015
AVL9,3.015973675
CCNG2,4.994374608
NDUFS4,3.830646309
LPGAT1,4.588664622
NA..51,3.653154682
IKZF2,5.447701925
GTPBP3,4.548768356
USP32,5.651855626
USP32.1,5.772906996
WNK1,3.05323448
TLL1,3.025158452
MGC40069,2.960918217
KCNH5,4.346649585
ARHGAP25,4.165703895
ZNF843,6.061997052
SPATA6L.2,3.268947992
NEK11.1,5.719735465
RPL13AP17,6.44240088
NA..52,5.945311544
LOC101928751,3.338316334
STAT5B,6.165812086
STAT5B.1,6.895811376
TMEM182.1,4.016984936
PPM1F,3.512444353
VASH2,4.315248257
C6orf123,4.697807455
STPG2,5.218718835
PTGFR,4.171467582
CACNB2,3.835631273
MPP4.1,3.99915573
APLF,4.708828743
FGF7.1,2.734870864
FGF7.2,2.98468109
MIER1,4.341404658
CTDSPL2,4.189048308
UVSSA,4.517239792
SLC10A7,4.096616358
KLHL3,3.509942867
CCDC181,2.834252955
CCDC181.1,5.203359726
PARD3B.2,3.721678793
ATP6V0A2,3.411494147
SLC11A1,3.760693716
NA..53,3.349213938
ENTPD3,3.357918659
CD96,3.439278886
GPR125,3.267585463
ST6GAL2,3.468347841
LINC01126,4.658750005
PAXBP1,4.840853815
MOCS1,3.592099681
NA..54,4.701248438
PER3,3.407949489
PER3.1,5.07194347
LOC101928787,4.700997685
FAM9A,3.675802113
NA..55,4.072121139
FGD6,3.44020804
FGD6.1,4.074470989
OTUD7B,4.91211661
BCL2L2,5.216508041
LOC101929373.1,2.922246588
LOC101929373.2,3.726621234
ARL17A.1,3.639123488
CCSAP.2,4.171362671
ATF2,2.851472336
M1AP.1,3.830646309
TDH.2,3.651157274
FCHO2,3.884114772
QKI,5.631932018
MLLT6,5.820554954
NA..56,4.426888789
NA..57,3.945548923
TMEM74.2,4.035202251
ARHGAP8,4.079516842
NA..58,3.49268515
KIF26B,5.053751882
PGPEP1,5.266756728
ZNF396.3,3.535960162
NAMPT,5.969212352
CALN1,4.673038423
LIG3.2,3.382574919
ST3GAL3,3.330501055
STX19,3.195268929
NA..59,4.141893712
PBLD,7.184227262
NA..60,4.042407022
PRKAA1,3.170093866
IGHV7.81,3.716243053
LOC100132686,4.239002336
ST3GAL3.1,7.719068725
TERF2,2.985406878
TERF2.1,4.776538394
NA..61,3.53604837
NA..62,4.061051234
MTUS2.AS1,4.740235191
TAT,4.07461145
FHL5,4.537794374
ZNF277,3.153385126
ZNF277.1,4.361166324
NA..63,3.864718355
FBXO36,3.326094408
LINC00421,5.03006481
C21orf58.1,4.668294953
C21orf58.2,6.126227166
GOSR1,3.031796527
RMND1,6.762393785
RPRD1A,4.445250048
SLC44A4,5.320291506
NA..64,4.205706914
RP11.498C9.17,4.582923769
LOC100287210,4.390547637
LOC439951,4.798146247
DTWD1,3.379673123
OR8B8,4.352016648
CLEC7A.1,4.881480942
CLEC7A.2,3.661358586
HRH3,5.923127663
LOC101060604,6.991345897
UBE2W,3.400481802
RGR,5.467528266
AKR1E2,3.981120101
LOC101927122,3.197166108
LOC101927122.1,6.613015958
CCDC148.AS1,3.586747178
C1orf43,5.019893617
C1orf43.1,9.417939934
MANEA.1,2.93534883
C1S,8.887746781
KCNIP2,4.383736011
C21orf88.1,4.868091846
RHOJ,6.022583853
RHOJ.1,5.70604546
IQCF3,4.14536141
PGC,5.500803214
NA..65,4.537491219
PTH2,6.940255999
GNG12,5.64322065
C8orf59,4.477632041
C8orf59.1,4.266283767
LOC554207,3.195347818
RP1L1,4.805358919
SCN1A,3.443896985
RAPGEF6,6.288649947
WNK3,4.864552714
CPEB3,4.437381198
OTOF,4.826852744
TRPM3.1,6.053609197
COL25A1,3.046522467
PPIP5K1,5.58904929
EVC2,5.287378956
MYO3B.1,4.408134606
ZAK,5.69753127
NA..66,4.26079398
MAGI1,5.002273176
NA..67,3.21464146
LINC00598.1,3.951449688
ABCC13.2,3.617050741
ASXL2,5.065904183
GRID1,6.131144373
GRID1.1,4.385144023
ANO1,5.854359683
WFS1,5.941095891
TERT,5.107917202
RSPH10B,5.563010334
GALNTL6,3.893366581
EPT1,4.672953294
KLHL6,3.602197797
SLC4A5,5.093578072
CKAP5,6.671190659
ARMC8,3.637860485
ARMC8.1,4.505100261
PPARGC1B.1,5.36757543
ALS2,3.074591058
CDKL1,3.954520913
FBF1.1,5.926465312
SEC16B.1,5.834200483
TRPV3.1,3.492439322
STRIP2,3.895621573
ERC1.1,6.053139262
VWA3B,3.586429724
ERVW.1.1,3.62635051
MED12L,4.032284387
DIP2A.3,3.644471871
NA..68,5.852182274
KCNH5.1,4.264785404
FOXJ2,3.524864811
ECE2,6.1270494
TTF2,2.888448312
CARD14,5.031706562
CARD14.1,4.303936523
PAK6,6.638538473
